S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2533,17/05/2020,Gujarat,10988,6055,4308,625
2534,18/05/2020,Gujarat,11379,6221,4499,659
2535,19/05/2020,Gujarat,11745,6247,4804,694
2536,20/05/2020,Gujarat,12140,6378,5043,719
2537,21/05/2020,Gujarat,12537,6569,5219,749
2538,22/05/2020,Gujarat,12905,6644,5488,773
2539,23/05/2020,Gujarat,13268,6586,5880,802
2540,24/05/2020,Gujarat,13664,6666,6169,829
2541,25/05/2020,Gujarat,14056,6786,6412,858
2542,26/05/2020,Gujarat,14460,6936,6636,888
2543,27/05/2020,Gujarat,14821,6767,7139,915
2544,28/05/2020,Gujarat,15195,6708,7549,938
2545,29/05/2020,Gujarat,15562,6599,8003,960
2546,30/05/2020,Gujarat,15934,6343,8611,980
2547,31/05/2020,Gujarat,16343,6106,9230,1007
2548,01/06/2020,Gujarat,16779,5822,9919,1038
2549,02/06/2020,Gujarat,17200,5357,10780,1063
2550,03/06/2020,Gujarat,17617,4631,11894,1092
2551,04/06/2020,Gujarat,18100,4766,12212,1122
2552,05/06/2020,Gujarat,18584,4762,12667,1155
2553,06/06/2020,Gujarat,19094,4901,13003,1190
2554,07/06/2020,Gujarat,19592,5057,13316,1219
2555,08/06/2020,Gujarat,20070,5186,13635,1249
2556,09/06/2020,Gujarat,20545,5309,13956,1280
2557,10/06/2020,Gujarat,21014,5336,14365,1313
2558,11/06/2020,Gujarat,21521,5439,14735,1347
2559,12/06/2020,Gujarat,22032,5546,15101,1385
2560,13/06/2020,Gujarat,22527,5619,15493,1415
2561,14/06/2020,Gujarat,23038,5707,15883,1448
2562,15/06/2020,Gujarat,23544,5742,16325,1477
2563,16/06/2020,Gujarat,24055,5886,16664,1505
2564,17/06/2020,Gujarat,24577,5962,17082,1533
2565,18/06/2020,Gujarat,25093,6103,17430,1560
2566,19/06/2020,Gujarat,25601,6191,17819,1591
2567,20/06/2020,Gujarat,26141,6364,18159,1618
2568,21/06/2020,Gujarat,26680,6348,18694,1638
2569,22/06/2020,Gujarat,27260,6248,19349,1663
2570,23/06/2020,Gujarat,27825,6232,19909,1684
2571,24/06/2020,Gujarat,28371,6148,20513,1710
2572,25/06/2020,Gujarat,28943,6120,21088,1735
2573,26/06/2020,Gujarat,29520,6269,21498,1753
2574,27/06/2020,Gujarat,30095,6294,22030,1771
2575,28/06/2020,Gujarat,30709,6511,22409,1789
2576,29/06/2020,Gujarat,31320,6712,22800,1808
2577,30/06/2020,Gujarat,31938,6871,23240,1827
2578,01/07/2020,Gujarat,32557,7049,23662,1846
2579,02/07/2020,Gujarat,33232,7335,24030,1867
2580,03/07/2020,Gujarat,33913,7434,24593,1886
2581,04/07/2020,Gujarat,34600,7763,24933,1904
2582,05/07/2020,Gujarat,35312,7981,25406,1925
2583,06/07/2020,Gujarat,36037,8202,25892,1943
2584,07/07/2020,Gujarat,36772,8497,26315,1960
2585,08/07/2020,Gujarat,37550,8853,26720,1977
2586,09/07/2020,Gujarat,38333,9051,27289,1993
2587,10/07/2020,Gujarat,39194,9468,27718,2008
2588,11/07/2020,Gujarat,40069,9900,28147,2022
2589,12/07/2020,Gujarat,40941,10260,28649,2032
2590,13/07/2020,Gujarat,41820,10613,29162,2045
2591,14/07/2020,Gujarat,42722,10897,29770,2055
2592,15/07/2020,Gujarat,43637,11065,30503,2069
2593,16/07/2020,Gujarat,44552,11187,31286,2079
2594,17/07/2020,Gujarat,45481,11289,32103,2089
2595,18/07/2020,Gujarat,46430,11351,32973,2106
2596,19/07/2020,Gujarat,47390,11233,34035,2122
2597,20/07/2020,Gujarat,48355,11312,34901,2142
2598,21/07/2020,Gujarat,49353,11513,35678,2162
2599,22/07/2020,Gujarat,50379,11760,36423,2196
2600,23/07/2020,Gujarat,51399,11915,37260,2224
2601,24/07/2020,Gujarat,52477,12247,37978,2252
2602,25/07/2020,Gujarat,53545,12418,38849,2278
2603,26/07/2020,Gujarat,54626,12695,39631,2300
2604,27/07/2020,Gujarat,55822,13131,40365,2326
2605,28/07/2020,Gujarat,56874,13146,41380,2348
2606,29/07/2020,Gujarat,57982,13198,42412,2372
2607,30/07/2020,Gujarat,59126,13535,43195,2396
2608,31/07/2020,Gujarat,60285,13793,44074,2418
2609,01/08/2020,Gujarat,61438,14090,44907,2441
2610,02/08/2020,Gujarat,62463,14300,45699,2464
2611,03/08/2020,Gujarat,63562,14572,46504,2486
2612,04/08/2020,Gujarat,64585,14599,47478,2508
2613,05/08/2020,Gujarat,65599,14690,48376,2533
2614,06/08/2020,Gujarat,66669,14680,49433,2556
2615,07/08/2020,Gujarat,67699,14766,50350,2583
2616,08/08/2020,Gujarat,68768,14443,51720,2605
2617,09/08/2020,Gujarat,69869,14386,52855,2628
2618,10/08/2020,Gujarat,70965,14147,54166,2652
2619,11/08/2020,Gujarat,72031,14055,55304,2672
2620,12/08/2020,Gujarat,73163,14024,56444,2695
2621,13/08/2020,Gujarat,74318,14184,57421,2713
2622,14/08/2020,Gujarat,75408,14210,58467,2731
2623,15/08/2020,Gujarat,76480,14196,59538,2746
2624,16/08/2020,Gujarat,77559,14241,60553,2765
2625,17/08/2020,Gujarat,78680,14383,61512,2785
2626,18/08/2020,Gujarat,79710,14315,62595,2800
2627,19/08/2020,Gujarat,80802,14279,63703,2820
2628,20/08/2020,Gujarat,81942,14282,64823,2837
2629,21/08/2020,Gujarat,83107,14308,65946,2853
2630,22/08/2020,Gujarat,84311,14177,67267,2867
2631,23/08/2020,Gujarat,85523,14399,68243,2881
2632,24/08/2020,Gujarat,86624,14517,69212,2895
2633,25/08/2020,Gujarat,87691,14552,70231,2908
2634,26/08/2020,Gujarat,88805,14641,71236,2928
2635,27/08/2020,Gujarat,89994,14767,72282,2945
2636,28/08/2020,Gujarat,91179,14742,73475,2962
2637,29/08/2020,Gujarat,92452,14951,74525,2976
2638,30/08/2020,Gujarat,93734,15109,75636,2989
2639,31/08/2020,Gujarat,95009,15272,76731,3006
2640,01/09/2020,Gujarat,96300,15524,77756,3020
2641,02/09/2020,Gujarat,97629,15708,78887,3034
2642,03/09/2020,Gujarat,98888,15913,79929,3046
2643,04/09/2020,Gujarat,100213,16096,81055,3062
2644,05/09/2020,Gujarat,101533,16184,82273,3076
2645,06/09/2020,Gujarat,102844,16334,83419,3091
2646,07/09/2020,Gujarat,104179,16443,84631,3105
2647,08/09/2020,Gujarat,105509,16482,85907,3120
2648,09/09/2020,Gujarat,106804,16319,87352,3133
2649,10/09/2020,Gujarat,108133,16296,88688,3149
2650,11/09/2020,Gujarat,109465,16198,90103,3164
2651,12/09/2020,Gujarat,110809,16286,91343,3180
2652,13/09/2020,Gujarat,112174,16301,92678,3195
2653,14/09/2020,Gujarat,113500,16407,93883,3210
2654,15/09/2020,Gujarat,114834,16469,95138,3227
2655,16/09/2020,Gujarat,116183,16357,96582,3244
2656,17/09/2020,Gujarat,117547,16262,98029,3256
2657,18/09/2020,Gujarat,118926,15975,99681,3270
2658,19/09/2020,Gujarat,120336,16076,100974,3286
2659,20/09/2020,Gujarat,121768,16022,102444,3302
2660,21/09/2020,Gujarat,123175,16208,103648,3319
2661,22/09/2020,Gujarat,124605,16305,104964,3336
2662,23/09/2020,Gujarat,126007,16370,106285,3352
2663,24/09/2020,Gujarat,127379,16438,107574,3367
2664,25/09/2020,Gujarat,128787,16327,109079,3381
2665,26/09/2020,Gujarat,130229,16478,110358,3393
2666,27/09/2020,Gujarat,131646,16463,111777,3406
2667,28/09/2020,Gujarat,133057,16633,113008,3416
2668,29/09/2020,Gujarat,134461,16689,114344,3428
2669,30/09/2020,Gujarat,135842,16676,115727,3439
2670,01/10/2020,Gujarat,137232,16683,117099,3450
2671,02/10/2020,Gujarat,138583,16690,118433,3460
2672,03/10/2020,Gujarat,139893,16735,119683,3475
2673,04/10/2020,Gujarat,141236,16762,120987,3487
2674,05/10/2020,Gujarat,142538,16809,122233,3496
2675,06/10/2020,Gujarat,143865,16718,123638,3509
2676,07/10/2020,Gujarat,145200,16570,125111,3519
2677,08/10/2020,Gujarat,146673,16485,126657,3531
2678,09/10/2020,Gujarat,147789,16465,127786,3538
2679,10/10/2020,Gujarat,149032,16181,129304,3547
2680,11/10/2020,Gujarat,150253,15936,130760,3557
2681,12/10/2020,Gujarat,151434,15695,132173,3566
2682,13/10/2020,Gujarat,152603,15414,133615,3574
2683,14/10/2020,Gujarat,153761,15187,134990,3584
2684,15/10/2020,Gujarat,154936,14937,136404,3595
2685,16/10/2020,Gujarat,156121,14782,137733,3606
2686,17/10/2020,Gujarat,157312,14683,139012,3617
2687,18/10/2020,Gujarat,158473,14565,140282,3626
2688,19/10/2020,Gujarat,159564,14414,141515,3635
2689,20/10/2020,Gujarat,160560,14255,142662,3643
2690,21/10/2020,Gujarat,161686,14245,143790,3651
2691,22/10/2020,Gujarat,162823,14193,144970,3660
2692,23/10/2020,Gujarat,163959,14121,146171,3667
2693,24/10/2020,Gujarat,165071,13963,147435,3673
2694,25/10/2020,Gujarat,166092,13965,148448,3679
2695,26/10/2020,Gujarat,167011,13914,149411,3686
2696,27/10/2020,Gujarat,167919,13716,150513,3690
2697,28/10/2020,Gujarat,168911,13465,151751,3695
2698,29/10/2020,Gujarat,169891,13332,152858,3701
2699,30/10/2020,Gujarat,170878,13232,153941,3705
2700,31/10/2020,Gujarat,171847,13168,154968,3711
2701,01/11/2020,Gujarat,172782,13084,155982,3716
2702,02/11/2020,Gujarat,173642,12811,157110,3721
2703,03/11/2020,Gujarat,174517,12678,158114,3725
2704,04/11/2020,Gujarat,175471,12429,159311,3731
2705,05/11/2020,Gujarat,176446,12376,160333,3737
2706,12/03/2020,Haryana,14,14,0,0
2707,13/03/2020,Haryana,14,14,0,0
2708,14/03/2020,Haryana,14,14,0,0
2709,15/03/2020,Haryana,14,14,0,0
2710,16/03/2020,Haryana,14,14,0,0
2711,17/03/2020,Haryana,15,15,0,0
2712,18/03/2020,Haryana,16,16,0,0
2713,19/03/2020,Haryana,17,17,0,0
2714,20/03/2020,Haryana,17,17,0,0
2715,21/03/2020,Haryana,17,17,0,0
2716,22/03/2020,Haryana,21,21,0,0
2717,23/03/2020,Haryana,26,26,0,0
2718,24/03/2020,Haryana,26,15,11,0
2719,25/03/2020,Haryana,28,17,11,0
2720,26/03/2020,Haryana,30,19,11,0
2721,27/03/2020,Haryana,30,19,11,0
2722,28/03/2020,Haryana,33,21,12,0
2723,29/03/2020,Haryana,33,21,12,0
2724,30/03/2020,Haryana,33,16,17,0
2725,31/03/2020,Haryana,40,19,21,0
2726,01/04/2020,Haryana,43,22,21,0
2727,02/04/2020,Haryana,43,22,21,0
2728,03/04/2020,Haryana,43,22,21,0
2729,04/04/2020,Haryana,49,25,24,0
2730,05/04/2020,Haryana,49,25,24,0
2731,06/04/2020,Haryana,84,58,25,1
2732,07/04/2020,Haryana,90,64,25,1
2733,08/04/2020,Haryana,147,116,28,3
2734,09/04/2020,Haryana,147,116,28,3
2735,10/04/2020,Haryana,169,137,29,3
2736,11/04/2020,Haryana,177,145,29,3
2737,12/04/2020,Haryana,177,145,29,3
2738,13/04/2020,Haryana,185,153,29,3
2739,14/04/2020,Haryana,185,153,29,3
2740,15/04/2020,Haryana,199,162,34,3
2741,16/04/2020,Haryana,205,159,43,3
2742,17/04/2020,Haryana,205,159,43,3
2743,18/04/2020,Haryana,225,179,43,3
2744,19/04/2020,Haryana,225,179,43,3
2745,20/04/2020,Haryana,233,143,87,3
2746,21/04/2020,Haryana,254,124,127,3
2747,22/04/2020,Haryana,254,124,127,3
2748,23/04/2020,Haryana,262,119,140,3
2749,24/04/2020,Haryana,272,113,156,3
2750,25/04/2020,Haryana,272,113,156,3
2751,26/04/2020,Haryana,289,110,176,3
2752,27/04/2020,Haryana,289,110,176,3
2753,28/04/2020,Haryana,296,110,183,3
2754,29/04/2020,Haryana,310,98,209,3
2755,30/04/2020,Haryana,310,98,209,3
2756,01/05/2020,Haryana,313,101,209,3
2757,02/05/2020,Haryana,360,129,227,4
2758,03/05/2020,Haryana,360,129,227,4
2759,04/05/2020,Haryana,442,192,245,5
2760,05/05/2020,Haryana,517,257,254,6
2761,06/05/2020,Haryana,548,286,256,6
2762,07/05/2020,Haryana,594,327,260,7
2763,08/05/2020,Haryana,625,358,260,7
2764,09/05/2020,Haryana,647,360,279,8
2765,10/05/2020,Haryana,675,376,290,9
2766,11/05/2020,Haryana,703,393,300,10
2767,12/05/2020,Haryana,730,382,337,11
2768,13/05/2020,Haryana,780,427,342,11
2769,14/05/2020,Haryana,793,364,418,11
2770,15/05/2020,Haryana,818,368,439,11
2771,16/05/2020,Haryana,818,368,439,11
2772,17/05/2020,Haryana,887,360,514,13
2773,18/05/2020,Haryana,910,334,562,14
2774,19/05/2020,Haryana,928,316,598,14
2775,20/05/2020,Haryana,964,323,627,14
2776,21/05/2020,Haryana,993,331,648,14
2777,22/05/2020,Haryana,1031,335,681,15
2778,23/05/2020,Haryana,1067,345,706,16
2779,24/05/2020,Haryana,1131,365,750,16
2780,25/05/2020,Haryana,1184,403,765,16
2781,26/05/2020,Haryana,1184,403,765,16
2782,27/05/2020,Haryana,1305,464,824,17
2783,28/05/2020,Haryana,1381,525,838,18
2784,29/05/2020,Haryana,1504,604,881,19
2785,30/05/2020,Haryana,1721,762,940,19
2786,31/05/2020,Haryana,1923,932,971,20
2787,01/06/2020,Haryana,2091,1023,1048,20
2788,02/06/2020,Haryana,2356,1280,1055,21
2789,03/06/2020,Haryana,2652,1560,1069,23
2790,04/06/2020,Haryana,2954,1842,1089,23
2791,05/06/2020,Haryana,3281,1123,2134,24
2792,06/06/2020,Haryana,3597,1439,2134,24
2793,07/06/2020,Haryana,3952,1794,2134,24
2794,08/06/2020,Haryana,4448,2286,2134,28
2795,09/06/2020,Haryana,4854,2681,2134,39
2796,10/06/2020,Haryana,5209,3030,2134,45
2797,11/06/2020,Haryana,5579,3339,2188,52
2798,12/06/2020,Haryana,5968,3644,2260,64
2799,13/06/2020,Haryana,6334,3789,2475,70
2800,14/06/2020,Haryana,6749,3868,2803,78
2801,15/06/2020,Haryana,7208,4117,3003,88
2802,16/06/2020,Haryana,7722,4057,3565,100
2803,17/06/2020,Haryana,8272,4406,3748,118
2804,18/06/2020,Haryana,8832,4750,3952,130
2805,19/06/2020,Haryana,9218,4528,4556,134
2806,20/06/2020,Haryana,9743,4710,4889,144
2807,21/06/2020,Haryana,10223,4946,5128,149
2808,22/06/2020,Haryana,10635,4918,5557,160
2809,23/06/2020,Haryana,11025,4940,5916,169
2810,24/06/2020,Haryana,11520,4844,6498,178
2811,25/06/2020,Haryana,12010,4897,6925,188
2812,26/06/2020,Haryana,12463,4885,7380,198
2813,27/06/2020,Haryana,12884,4657,8016,211
2814,28/06/2020,Haryana,13427,4737,8472,218
2815,29/06/2020,Haryana,13829,4689,8917,223
2816,30/06/2020,Haryana,14210,4476,9502,232
2817,01/07/2020,Haryana,14548,4340,9972,236
2818,02/07/2020,Haryana,14941,4202,10499,240
2819,03/07/2020,Haryana,15509,4239,11019,251
2820,04/07/2020,Haryana,16003,4057,11691,255
2821,05/07/2020,Haryana,16548,4031,12257,260
2822,06/07/2020,Haryana,17005,3796,12944,265
2823,07/07/2020,Haryana,17504,3893,13335,276
2824,08/07/2020,Haryana,17999,4075,13645,279
2825,09/07/2020,Haryana,18690,4302,14106,282
2826,10/07/2020,Haryana,19369,4572,14510,287
2827,11/07/2020,Haryana,19934,4740,14904,290
2828,12/07/2020,Haryana,20582,4891,15394,297
2829,13/07/2020,Haryana,21240,4956,15983,301
2830,14/07/2020,Haryana,21894,4984,16602,308
2831,15/07/2020,Haryana,22628,5226,17090,312
2832,16/07/2020,Haryana,23306,5320,17667,319
2833,17/07/2020,Haryana,24002,5495,18185,322
2834,18/07/2020,Haryana,24797,5752,18718,327
2835,19/07/2020,Haryana,25547,5885,19318,344
2836,20/07/2020,Haryana,26164,6022,19793,349
2837,21/07/2020,Haryana,26858,6277,20226,355
2838,22/07/2020,Haryana,27462,6146,20952,364
2839,23/07/2020,Haryana,28186,6117,21697,372
2840,24/07/2020,Haryana,28975,6348,22249,378
2841,25/07/2020,Haryana,29755,6420,22953,382
2842,26/07/2020,Haryana,30538,6495,23654,389
2843,27/07/2020,Haryana,31332,6556,24384,392
2844,28/07/2020,Haryana,32127,6684,25046,397
2845,29/07/2020,Haryana,32876,6712,25758,406
2846,30/07/2020,Haryana,33631,6798,26420,413
2847,31/07/2020,Haryana,34254,6497,27340,417
2848,01/08/2020,Haryana,34965,6317,28227,421
2849,02/08/2020,Haryana,35758,6250,29080,428
2850,03/08/2020,Haryana,36519,6396,29690,433
2851,04/08/2020,Haryana,37173,6263,30470,440
2852,05/08/2020,Haryana,37796,6122,31226,448
2853,06/08/2020,Haryana,38548,6133,31960,455
2854,07/08/2020,Haryana,39303,6205,32640,458
2855,08/08/2020,Haryana,40054,6143,33444,467
2856,09/08/2020,Haryana,40843,6338,34031,474
2857,10/08/2020,Haryana,41635,6371,34781,483
2858,11/08/2020,Haryana,42429,6448,35492,489
2859,12/08/2020,Haryana,43227,6645,36082,500
2860,13/08/2020,Haryana,44024,6827,36694,503
2861,14/08/2020,Haryana,44817,6820,37486,511
2862,15/08/2020,Haryana,45614,6748,38348,518
2863,16/08/2020,Haryana,46410,6943,38939,528
2864,17/08/2020,Haryana,47153,7014,39601,538
2865,18/08/2020,Haryana,48040,6880,40610,550
2866,19/08/2020,Haryana,48936,7081,41298,557
2867,20/08/2020,Haryana,49930,7307,42056,567
2868,21/08/2020,Haryana,50926,7555,42793,578
2869,22/08/2020,Haryana,52129,8131,43413,585
2870,23/08/2020,Haryana,53290,8680,44013,597
2871,24/08/2020,Haryana,54386,8961,44822,603
2872,25/08/2020,Haryana,55460,9442,45405,613
2873,26/08/2020,Haryana,56608,9489,46496,623
2874,27/08/2020,Haryana,58005,9758,47613,634
2875,28/08/2020,Haryana,59298,9962,48690,646
2876,29/08/2020,Haryana,60596,10225,49710,661
2877,30/08/2020,Haryana,61987,10606,50711,670
2878,31/08/2020,Haryana,63282,10980,51620,682
2879,01/09/2020,Haryana,64732,11371,52672,689
2880,02/09/2020,Haryana,66426,11885,53835,706
2881,03/09/2020,Haryana,68218,12622,54875,721
2882,04/09/2020,Haryana,70099,13470,55889,740
2883,05/09/2020,Haryana,71983,14053,57171,759
2884,06/09/2020,Haryana,74272,14911,58580,781
2885,07/09/2020,Haryana,76549,15692,60051,806
2886,08/09/2020,Haryana,78773,16333,61611,829
2887,09/09/2020,Haryana,81059,16890,63315,854
2888,10/09/2020,Haryana,83353,17328,65143,882
2889,11/09/2020,Haryana,85944,18332,66705,907
2890,12/09/2020,Haryana,88332,18875,68525,932
2891,13/09/2020,Haryana,91115,19446,70713,956
2892,14/09/2020,Haryana,93641,20079,72587,975
2893,15/09/2020,Haryana,96129,20417,74712,1000
2894,16/09/2020,Haryana,98622,20430,77166,1026
2895,17/09/2020,Haryana,101316,21334,78937,1045
2896,18/09/2020,Haryana,103773,21014,81690,1069
2897,19/09/2020,Haryana,106261,21291,83878,1092
2898,20/09/2020,Haryana,108952,21682,86150,1120
2899,21/09/2020,Haryana,111257,21411,88697,1149
2900,22/09/2020,Haryana,113075,21014,90884,1177
2901,23/09/2020,Haryana,114870,19888,93776,1206
2902,24/09/2020,Haryana,116856,19276,96347,1233
2903,25/09/2020,Haryana,118554,18889,98410,1255
2904,26/09/2020,Haryana,120578,18032,101273,1273
2905,27/09/2020,Haryana,122267,17149,103827,1291
2906,28/09/2020,Haryana,123782,16485,105990,1307
2907,29/09/2020,Haryana,125412,15670,108411,1331
2908,30/09/2020,Haryana,126974,14804,110814,1356
2909,01/10/2020,Haryana,128599,14340,112877,1382
2910,02/10/2020,Haryana,129912,13472,115038,1402
2911,03/10/2020,Haryana,131388,13247,116716,1425
2912,04/10/2020,Haryana,132576,12868,118258,1450
2913,05/10/2020,Haryana,133878,12067,120341,1470
2914,06/10/2020,Haryana,134909,11822,121596,1491
2915,07/10/2020,Haryana,136115,11320,123286,1509
2916,08/10/2020,Haryana,137398,11029,124841,1528
2917,09/10/2020,Haryana,138682,10867,126267,1548
2918,10/10/2020,Haryana,139932,10830,127540,1562
2919,11/10/2020,Haryana,141090,10677,128841,1572
2920,12/10/2020,Haryana,142155,10573,130003,1579
2921,13/10/2020,Haryana,143221,10401,131228,1592
2922,14/10/2020,Haryana,144302,10319,132382,1601
2923,15/10/2020,Haryana,145507,10187,133706,1614
2924,16/10/2020,Haryana,146706,10364,134719,1623
2925,17/10/2020,Haryana,147933,10441,135858,1634
2926,18/10/2020,Haryana,149081,10265,137176,1640
2927,19/10/2020,Haryana,150033,10042,138351,1640
2928,20/10/2020,Haryana,151234,10075,139511,1648
2929,21/10/2020,Haryana,152174,10078,140436,1660
2930,22/10/2020,Haryana,153367,10187,141506,1674
2931,23/10/2020,Haryana,154495,10009,142798,1688
2932,24/10/2020,Haryana,155765,10082,143978,1705
2933,25/10/2020,Haryana,157064,10148,145196,1720
2934,26/10/2020,Haryana,158304,10295,146282,1727
2935,27/10/2020,Haryana,159457,10154,147566,1737
2936,28/10/2020,Haryana,160705,10452,148503,1750
2937,29/10/2020,Haryana,162223,11014,149451,1758
2938,30/10/2020,Haryana,163817,11391,150660,1766
2939,31/10/2020,Haryana,165467,11851,151839,1777
2940,01/11/2020,Haryana,167210,12191,153230,1789
2941,02/11/2020,Haryana,168880,12634,154451,1795
2942,03/11/2020,Haryana,170446,12919,155717,1810
2943,04/11/2020,Haryana,172130,13338,156975,1817
2944,05/11/2020,Haryana,174082,14110,158136,1836
2945,21/03/2020,Himachal Pradesh,2,2,0,0
2946,22/03/2020,Himachal Pradesh,2,2,0,0
2947,23/03/2020,Himachal Pradesh,2,2,0,0
2948,24/03/2020,Himachal Pradesh,3,2,0,1
2949,25/03/2020,Himachal Pradesh,3,2,0,1
2950,26/03/2020,Himachal Pradesh,3,2,0,1
2951,27/03/2020,Himachal Pradesh,3,2,0,1
2952,28/03/2020,Himachal Pradesh,3,2,0,1
2953,29/03/2020,Himachal Pradesh,3,2,0,1
2954,30/03/2020,Himachal Pradesh,3,2,0,1
2955,31/03/2020,Himachal Pradesh,3,2,0,1
2956,01/04/2020,Himachal Pradesh,3,2,0,1
2957,02/04/2020,Himachal Pradesh,3,1,1,1
2958,03/04/2020,Himachal Pradesh,6,4,1,1
2959,04/04/2020,Himachal Pradesh,6,4,1,1
2960,05/04/2020,Himachal Pradesh,6,4,1,1
2961,06/04/2020,Himachal Pradesh,13,11,1,1
2962,07/04/2020,Himachal Pradesh,13,10,2,1
2963,08/04/2020,Himachal Pradesh,18,15,2,1
2964,09/04/2020,Himachal Pradesh,18,15,2,1
2965,10/04/2020,Himachal Pradesh,18,15,2,1
2966,11/04/2020,Himachal Pradesh,28,21,6,1
2967,12/04/2020,Himachal Pradesh,32,25,6,1
2968,13/04/2020,Himachal Pradesh,32,18,13,1
2969,14/04/2020,Himachal Pradesh,32,18,13,1
2970,15/04/2020,Himachal Pradesh,33,19,13,1
2971,16/04/2020,Himachal Pradesh,35,18,16,1
2972,17/04/2020,Himachal Pradesh,35,18,16,1
2973,18/04/2020,Himachal Pradesh,36,19,16,1
2974,19/04/2020,Himachal Pradesh,39,22,16,1
2975,20/04/2020,Himachal Pradesh,39,22,16,1
2976,21/04/2020,Himachal Pradesh,39,22,16,1
2977,22/04/2020,Himachal Pradesh,39,22,16,1
2978,23/04/2020,Himachal Pradesh,40,21,18,1
2979,24/04/2020,Himachal Pradesh,40,21,18,1
2980,25/04/2020,Himachal Pradesh,40,21,18,1
2981,26/04/2020,Himachal Pradesh,40,17,22,1
2982,27/04/2020,Himachal Pradesh,40,17,22,1
2983,28/04/2020,Himachal Pradesh,40,17,22,1
2984,29/04/2020,Himachal Pradesh,40,14,25,1
2985,30/04/2020,Himachal Pradesh,40,14,25,1
2986,01/05/2020,Himachal Pradesh,40,11,28,1
2987,02/05/2020,Himachal Pradesh,40,9,30,1
2988,03/05/2020,Himachal Pradesh,40,6,33,1
2989,04/05/2020,Himachal Pradesh,40,5,34,1
2990,05/05/2020,Himachal Pradesh,41,6,34,1
2991,06/05/2020,Himachal Pradesh,42,2,38,2
2992,07/05/2020,Himachal Pradesh,45,5,38,2
2993,08/05/2020,Himachal Pradesh,46,6,38,2
2994,09/05/2020,Himachal Pradesh,50,10,38,2
2995,10/05/2020,Himachal Pradesh,50,10,38,2
2996,11/05/2020,Himachal Pradesh,55,14,39,2
2997,12/05/2020,Himachal Pradesh,59,18,39,2
2998,13/05/2020,Himachal Pradesh,65,24,39,2
2999,14/05/2020,Himachal Pradesh,66,25,39,2
3000,15/05/2020,Himachal Pradesh,74,33,39,2
3001,16/05/2020,Himachal Pradesh,76,34,39,3
3002,17/05/2020,Himachal Pradesh,78,32,43,3
3003,18/05/2020,Himachal Pradesh,80,33,44,3
3004,19/05/2020,Himachal Pradesh,90,43,44,3
3005,20/05/2020,Himachal Pradesh,92,42,47,3
3006,21/05/2020,Himachal Pradesh,110,53,54,3
3007,22/05/2020,Himachal Pradesh,152,90,59,3
3008,23/05/2020,Himachal Pradesh,168,106,59,3
3009,24/05/2020,Himachal Pradesh,185,121,61,3
3010,25/05/2020,Himachal Pradesh,203,137,63,3
3011,26/05/2020,Himachal Pradesh,223,151,67,5
3012,27/05/2020,Himachal Pradesh,247,175,67,5
3013,28/05/2020,Himachal Pradesh,273,198,70,5
3014,29/05/2020,Himachal Pradesh,276,201,70,5
3015,30/05/2020,Himachal Pradesh,295,203,87,5
3016,31/05/2020,Himachal Pradesh,313,197,111,5
3017,01/06/2020,Himachal Pradesh,331,206,120,5
3018,02/06/2020,Himachal Pradesh,340,213,122,5
3019,03/06/2020,Himachal Pradesh,345,200,140,5
3020,04/06/2020,Himachal Pradesh,359,204,150,5
3021,05/06/2020,Himachal Pradesh,383,199,179,5
3022,06/06/2020,Himachal Pradesh,393,199,189,5
3023,07/06/2020,Himachal Pradesh,400,201,194,5
3024,08/06/2020,Himachal Pradesh,413,184,224,5
3025,09/06/2020,Himachal Pradesh,421,189,227,5
3026,10/06/2020,Himachal Pradesh,445,191,249,5
3027,11/06/2020,Himachal Pradesh,451,191,254,6
3028,12/06/2020,Himachal Pradesh,470,184,280,6
3029,13/06/2020,Himachal Pradesh,486,183,297,6
3030,14/06/2020,Himachal Pradesh,502,183,313,6
3031,15/06/2020,Himachal Pradesh,518,174,337,7
3032,16/06/2020,Himachal Pradesh,556,195,353,8
3033,17/06/2020,Himachal Pradesh,560,180,372,8
3034,18/06/2020,Himachal Pradesh,569,189,372,8
3035,19/06/2020,Himachal Pradesh,595,205,382,8
3036,20/06/2020,Himachal Pradesh,619,223,388,8
3037,21/06/2020,Himachal Pradesh,656,235,413,8
3038,22/06/2020,Himachal Pradesh,673,240,425,8
3039,23/06/2020,Himachal Pradesh,727,282,437,8
3040,24/06/2020,Himachal Pradesh,775,324,443,8
3041,25/06/2020,Himachal Pradesh,806,332,466,8
3042,26/06/2020,Himachal Pradesh,839,353,477,9
3043,27/06/2020,Himachal Pradesh,864,353,502,9
3044,28/06/2020,Himachal Pradesh,894,376,509,9
